pitch,position,length
2,40,0.0625
3,40,0.0625
0,40.125,0.0625
2,40.125,0.0625
3,40.125,0.0625
0,40.25,0.0625
2,40.25,0.0625
3,40.25,0.0625
0,40.375,0.0625
2,40.375,0.0625
3,40.375,0.0625
0,40.5,0.0625
2,40.5,0.0625
3,40.5,0.0625
0,40.625,0.0625
2,40.625,0.0625
3,40.625,0.0625
0,40.75,0.0625
2,40.75,0.0625
3,40.75,0.0625
0,40.875,0.0625
2,40.875,0.0625
3,40.875,0.0625
0,41,0.25
2,41,0.25
3,41,0.25
0,42,0.25
2,42,0.25
3,42,0.25
0,42.375,0.375
2,42.375,0.375
3,42.375,0.375
1,43,0.25
2,43,0.25
3,43,0.25
1,43.375,0.375
2,43.375,0.375
3,43.375,0.375
1,44,0.25
2,44,0.25
1,44.375,0.375
2,44.375,0.375
0,45,0.25
1,45,0.25
0,45.375,0.375
1,45.375,0.375
0,46,0.25
2,46,0.25
0,46.375,0.375
2,46.375,0.375
1,47,0.25
2,47,0.25
1,47.375,0.375
2,47.375,0.375
0,48,0.25
1,48,0.25
0,48.375,0.0625
1,48.375,0.0625
0,48.625,0.0625
1,48.625,0.0625
1,48.875,0.0625
2,48.875,0.0625
3,48.875,0.0625
1,49.125,0.0625
2,49.125,0.0625
3,49.125,0.0625
1,49.375,0.0625
2,49.375,0.0625
3,49.375,0.0625
1,49.625,0.0625
2,49.625,0.0625
3,49.625,0.0625
0,50,0.25
2,50,0.25
3,50,0.25
0,50.375,0.375
2,50.375,0.375
3,50.375,0.375
1,51,0.25
2,51,0.25
3,51,0.25
1,51.375,0.375
2,51.375,0.375
3,51.375,0.375
1,52,0.25
2,52,0.25
1,52.375,0.375
2,52.375,0.375
0,53,0.25
2,53,0.25
0,53.375,0.375
2,53.375,0.375
1,54,0.25
2,54,0.25
1,54.375,0.375
2,54.375,0.375
0,55,0.25
1,55,0.25
0,55.375,0.375
1,55.375,0.375
1,56,0.0625
2,56,0.0625
1,56.25,0.0625
2,56.25,0.0625
1,56.5,0.0625
2,56.5,0.0625
1,56.75,0.0625
2,56.75,0.0625
2,57,0.0625
3,57,0.0625
2,57.25,0.0625
3,57.25,0.0625
2,57.5,0.0625
3,57.5,0.0625
2,57.75,0.0625
3,57.75,0.0625
1,58,1
3,58,1
1,59,1
2,59,1
1,60,0.0625
3,60,0.0625
4,60,0.0625
1,60.125,0.0625
3,60.125,0.0625
4,60.125,0.0625
1,60.25,0.0625
3,60.25,0.0625
4,60.25,0.0625
1,60.375,0.0625
3,60.375,0.0625
4,60.375,0.0625
1,60.5,0.0625
3,60.5,0.0625
4,60.5,0.0625
1,60.625,0.0625
3,60.625,0.0625
4,60.625,0.0625
1,60.75,0.0625
3,60.75,0.0625
4,60.75,0.0625
1,60.875,0.0625
3,60.875,0.0625
4,60.875,0.0625
1,61,0.0625
3,61,0.0625
4,61,0.0625
1,61.125,0.0625
3,61.125,0.0625
4,61.125,0.0625
1,61.25,0.0625
3,61.25,0.0625
4,61.25,0.0625
1,61.375,0.0625
3,61.375,0.0625
4,61.375,0.0625
1,61.5,0.0625
3,61.5,0.0625
4,61.5,0.0625
1,61.625,0.0625
3,61.625,0.0625
4,61.625,0.0625
1,61.75,0.0625
3,61.75,0.0625
4,61.75,0.0625
1,61.875,0.0625
3,61.875,0.0625
4,61.875,0.0625
0,62,0.0625
2,62,0.0625
3,62,0.0625
0,62.125,0.0625
2,62.125,0.0625
3,62.125,0.0625
0,62.25,0.0625
2,62.25,0.0625
3,62.25,0.0625
0,62.375,0.0625
2,62.375,0.0625
3,62.375,0.0625
0,62.5,0.0625
2,62.5,0.0625
3,62.5,0.0625
0,62.625,0.0625
2,62.625,0.0625
3,62.625,0.0625
0,62.75,0.0625
2,62.75,0.0625
3,62.75,0.0625
0,62.875,0.0625
2,62.875,0.0625
3,62.875,0.0625
0,63,0.0625
2,63,0.0625
3,63,0.0625
0,63.125,0.0625
2,63.125,0.0625
3,63.125,0.0625
0,63.25,0.0625
2,63.25,0.0625
3,63.25,0.0625
0,63.375,0.0625
2,63.375,0.0625
3,63.375,0.0625
0,63.5,0.0625
2,63.5,0.0625
3,63.5,0.0625
0,63.625,0.0625
2,63.625,0.0625
3,63.625,0.0625
0,63.75,0.0625
2,63.75,0.0625
3,63.75,0.0625
0,63.875,0.0625
2,63.875,0.0625
3,63.875,0.0625
0,64,0.0625
1,64,0.0625
2,64,0.0625
0,64.125,0.0625
1,64.125,0.0625
2,64.125,0.0625
0,64.25,0.0625
1,64.25,0.0625
2,64.25,0.0625
0,64.375,0.0625
1,64.375,0.0625
2,64.375,0.0625
0,64.5,0.0625
1,64.5,0.0625
2,64.5,0.0625
0,64.625,0.0625
1,64.625,0.0625
2,64.625,0.0625
0,64.75,0.0625
1,64.75,0.0625
2,64.75,0.0625
0,64.875,0.0625
1,64.875,0.0625
2,64.875,0.0625
0,65,0.0625
2,65,0.0625
3,65,0.0625
0,65.125,0.0625
2,65.125,0.0625
3,65.125,0.0625
0,65.25,0.0625
2,65.25,0.0625
3,65.25,0.0625
0,65.375,0.0625
2,65.375,0.0625
3,65.375,0.0625
0,65.5,0.0625
2,65.5,0.0625
3,65.5,0.0625
0,65.625,0.0625
2,65.625,0.0625
3,65.625,0.0625
0,65.75,0.0625
2,65.75,0.0625
3,65.75,0.0625
0,65.875,0.0625
2,65.875,0.0625
3,65.875,0.0625
1,66,0.0625
3,66,0.0625
4,66,0.0625
1,66.125,0.0625
3,66.125,0.0625
4,66.125,0.0625
1,66.25,0.0625
3,66.25,0.0625
4,66.25,0.0625
1,66.375,0.0625
3,66.375,0.0625
4,66.375,0.0625
1,66.5,0.0625
3,66.5,0.0625
4,66.5,0.0625
1,66.625,0.0625
3,66.625,0.0625
4,66.625,0.0625
1,66.75,0.0625
3,66.75,0.0625
4,66.75,0.0625
2,67,0.041666667
1,67.04166667,0.041666667
0,67.08333333,0.041666667
2,67.125,0.041666667
1,67.16666667,0.041666667
0,67.20833333,0.041666667
2,67.25,0.041666667
1,67.29166667,0.041666667
0,67.33333333,0.041666667
2,67.375,0.041666667
1,67.41666667,0.041666667
0,67.45833333,0.041666667
2,67.5,0.041666667
1,67.54166667,0.041666667
0,67.58333333,0.041666667
2,67.625,0.041666667
1,67.66666667,0.041666667
0,67.70833333,0.041666667
2,67.75,0.125
0,67.875,1.125
0,69,0.875
2,69,0.875
3,69,0.875
2,70,0.375
3,70.5,0.375
1,71,0.875
2,71,0.875
3,71,0.875
2,72,0.375
3,72.5,0.375
0,73,0.875
2,73,0.875
3,73,0.875
1,74,0.875
2,74,0.875
3,74,0.875
0,75,0.125
1,75,0.125
0,75.125,0.0625
1,75.125,0.0625
0,75.25,0.0625
1,75.25,0.0625
0,75.375,0.0625
1,75.375,0.0625
0,75.5,0.0625
1,75.5,0.0625
0,75.625,0.0625
1,75.625,0.0625
0,75.75,0.0625
1,75.75,0.0625
0,75.875,0.0625
1,75.875,0.0625
1,76,0.125
2,76,0.125
1,76.875,0.125
2,76.875,0.125
2,77,0.125
3,77,0.125
0,78,0.25
2,78,0.25
3,78,0.25
0,78.375,0.375
2,78.375,0.375
3,78.375,0.375
1,79,0.25
2,79,0.25
3,79,0.25
1,79.375,0.375
2,79.375,0.375
3,79.375,0.375
1,80,0.25
2,80,0.25
1,80.375,0.375
2,80.375,0.375
0,81,0.25
1,81,0.25
0,81.375,0.375
1,81.375,0.375
0,82,0.25
2,82,0.25
0,82.375,0.375
2,82.375,0.375
1,83,0.25
2,83,0.25
1,83.375,0.375
2,83.375,0.375
0,84,0.25
1,84,0.25
0,84.375,0.0625
1,84.375,0.0625
1,84.875,0.125
2,84.875,0.125
1,85.125,0.0625
2,85.125,0.0625
1,85.375,0.125
2,85.375,0.125
3,85.375,0.125
1,85.75,0.0625
2,85.75,0.0625
3,85.75,0.0625
1,85.875,0.0625
2,85.875,0.0625
3,85.875,0.0625
0,86,0.25
2,86,0.25
3,86,0.25
0,86.375,0.375
2,86.375,0.375
3,86.375,0.375
1,87,0.25
2,87,0.25
3,87,0.25
1,87.375,0.375
2,87.375,0.375
3,87.375,0.375
1,88,0.25
2,88,0.25
1,88.375,0.375
2,88.375,0.375
0,89,0.25
1,89,0.25
0,89.375,0.375
1,89.375,0.375
0,90,0.25
2,90,0.25
0,90.375,0.375
2,90.375,0.375
1,91,0.25
2,91,0.25
1,91.375,0.375
2,91.375,0.375
0,92,0.0625
1,92,0.0625
0,92.25,0.0625
1,92.25,0.0625
0,92.5,0.0625
1,92.5,0.0625
0,92.75,0.0625
1,92.75,0.0625
1,93,0.0625
2,93,0.0625
1,93.25,0.0625
2,93.25,0.0625
1,93.5,0.0625
2,93.5,0.0625
1,93.75,0.0625
2,93.75,0.0625
1,94,0.8125
2,94,0.8125
4,94,0.8125
1,94.875,0.6875
2,94.875,0.6875
3,94.875,0.6875
0,95.75,0.125
3,95.875,0.25
0,96.125,0.125
2,96.25,0.0625
0,96.3125,0.0625
2,96.375,0.0625
0,96.4375,0.0625
2,96.5,0.0625
0,96.5625,0.0625
2,96.625,0.0625
0,96.6875,0.0625
2,96.75,0.0625
0,96.8125,0.0625
2,96.875,0.0625
0,96.9375,0.0625
2,97,0.0625
0,97.0625,0.0625
2,97.125,0.125
0,97.25,0.125
3,97.375,0.375
0,97.75,0.125
2,97.8125,0.0625
3,97.875,0.25
2,98.125,0.125
3,98.25,0.125
2,98.375,0.0625
3,98.4375,0.1875
0,98.625,0.25
1,98.875,0.125
0,99,0.375
1,99,0.375
0,99.375,0.25
1,99.375,0.25
0,99.625,0.25
4,99.875,0.125
3,100.125,0.0625
4,100.1875,0.0625
3,100.25,0.125
3,100.375,0.25
2,100.625,0.125
3,100.75,0.125
2,100.875,0.0625
3,100.9375,0.0625
2,101,0.125
2,101.125,0.125
1,101.25,0.125
3,101.375,0.125
3,101.5,0.125
2,101.625,0.375
3,101.625,0.375
2,102,0.166666667
3,102,0.166666667
2,102.1666667,0.166666667
3,102.1666667,0.166666667
2,102.3333333,0.166666667
3,102.3333333,0.166666667
2,102.5,0.166666667
3,102.5,0.166666667
2,102.6666667,0.166666667
3,102.6666667,0.166666667
2,102.8333333,0.166666667
3,102.8333333,0.166666667
2,103,0.166666667
3,103,0.166666667
2,103.1666667,0.166666667
3,103.1666667,0.166666667
2,103.3333333,0.166666667
3,103.3333333,0.166666667
2,103.5,0.375
3,103.5,0.375
 ,103.875,0.125
0,104,0.0625
1,104.0625,0.0625
0,104.125,0.125
1,104.25,0.125
0,104.375,0.125
1,104.5,0.125
0,104.625,0.0625
1,104.6875,0.0625
0,104.75,0.125
1,104.875,0.125
0,105,0.125
3,105.125,0.0625
0,105.1875,0.0625
3,105.25,0.0625
0,105.3125,0.0625
1,105.375,0.0625
0,105.4375,0.0625
0,105.5,0.125
3,105.625,0.125
0,105.75,0.125
1,105.875,0.125
0,106,0.0625
1,106.0625,0.0625
3,106.125,0.0625
0,106.1875,0.0625
1,106.25,0.0625
3,106.3125,0.0625
0,106.375,0.0625
1,106.4375,0.0625
3,106.5,0.0625
3,106.5625,0.0625
0,106.625,0.0625
1,106.6875,0.0625
3,106.75,0.0625
3,106.8125,0.0625
0,106.875,0.0625
1,106.9375,0.0625
3,107,0.0625
1,107.0625,0.0625
0,107.125,0.0625
3,107.1875,0.0625
1,107.25,0.0625
0,107.3125,0.0625
1,107.375,0.0625
3,107.4375,0.0625
0,107.5,0.0625
1,107.5625,0.0625
3,107.625,0.0625
1,107.6875,0.0625
0,107.75,0.0625
3,107.8125,0.0625
1,107.875,0.0625
0,107.9375,0.0625
0,108,0.0625
1,108.0625,0.0625
3,108.125,0.0625
0,108.1875,0.0625
1,108.25,0.0625
3,108.3125,0.0625
0,108.375,0.0625
1,108.4375,0.0625
3,108.5,0.0625
0,108.5625,0.0625
1,108.625,0.0625
3,108.6875,0.0625
0,108.75,0.041666667
1,108.7916667,0.041666667
3,108.8333333,0.041666667
0,108.875,0.041666667
1,108.9166667,0.041666667
3,108.9583333,0.041666667
0,109,0.041666667
1,109.0416667,0.041666667
3,109.0833333,0.041666667
0,109.125,0.041666667
1,109.1666667,0.041666667
3,109.2083333,0.041666667
0,109.25,0.041666667
1,109.2916667,0.041666667
3,109.3333333,0.041666667
0,109.375,0.041666667
1,109.4166667,0.041666667
3,109.4583333,0.041666667
0,109.5,0.041666667
1,109.5416667,0.041666667
3,109.5833333,0.041666667
0,109.625,0.041666667
1,109.6666667,0.041666667
3,109.7083333,0.041666667
0,109.75,0.041666667
1,109.7916667,0.041666667
3,109.8333333,0.041666667
0,109.875,0.041666667
1,109.9166667,0.041666667
3,109.9583333,0.041666667
3,110,0.625
2,111,1.5
3,111,1.5
